speed,temp_outside,gas_type,AC,rain,sun,temp_inside,distance,consume
46,5,SP98,0,0,0,21.5,15.9,5.7
39,4,SP98,0,0,0,21.5,5.1,6.4
33,6,SP98,0,0,0,21.5,16.1,4.5
43,3,SP98,0,0,0,21.5,11.8,4.5
26,5,SP98,0,0,0,21.5,4.2,6.0
30,5,SP98,0,0,0,21.5,17.4,5.1
25,5,SP98,0,1,0,21.5,23.5,6.0
38,5,SP98,0,1,0,21.5,11.8,4.5
61,10,SP98,0,1,0,21.5,12.3,6.1
24,7,E10,0,1,0,21.5,16.1,5.4
40,10,E10,0,1,0,21.5,11.8,4.3
58,13,E10,0,0,0,21.5,12.3,5.4
49,17,E10,0,0,0,21.5,12.4,4.3
25,17,E10,0,0,0,21.5,7.0,5.2
37,10,E10,0,0,0,21.5,11.8,4.1
41,18,E10,0,0,0,21.5,20.1,4.4
45,10,E10,0,0,0,21.5,20.8,4.5
14,10,E10,0,1,0,21.5,1.7,10.8
45,12,E10,0,0,0,21.5,35.9,4.7
52,5,E10,0,0,0,21.5,36.9,4.8
46,8,E10,0,0,0,21.5,16.8,4.0
28,9,E10,0,0,0,21.5,9.9,5.0
61,7,E10,0,1,0,21.5,22.9,4.6
61,6,E10,1,1,0,21.5,17.3,5.0
37,7,E10,0,0,0,21.5,11.8,4.3
80,7,E10,0,1,0,21.5,36.6,5.2
62,8,E10,0,0,0,21.5,44.9,4.7
34,9,E10,0,1,0,21.5,11.8,4.2
44,9,E10,0,1,0,21.5,21.6,5.3
60,9,E10,0,1,0,21.5,39.4,5.3
39,4,E10,0,0,0,21.5,5.1,8.1
38,7,E10,0,0,0,21.5,26.6,4.8
71,2,E10,0,0,0,21.5,53.2,5.1
53,2,E10,0,0,0,21.5,18.9,4.4
80,3,E10,0,0,0,21.5,43.5,5.0
26,5,E10,0,0,0,21.5,6.1,6.3
49,5,E10,0,0,0,21.5,16.4,4.8
40,6,E10,0,0,0,21.5,12.3,6.1
36,8,E10,0,0,0,21.5,21.1,4.6
43,7,E10,0,0,0,21.5,21.1,4.8
55,6,E10,0,0,0,21.5,22.7,4.7
38,8,E10,0,0,0,21.5,44.4,4.8
51,6,E10,0,0,0,21.5,35.8,4.4
44,0,E10,0,0,0,21.5,11.8,4.9
42,6,E10,0,0,0,21.5,26.2,4.9
44,3,E10,0,0,0,21.0,40.6,4.4
38,-5,E10,0,0,0,21.0,12.4,5.3
47,-3,E10,0,0,0,21.0,14.1,5.3
75,0,E10,0,0,0,21.0,58.7,4.8
29,0,E10,0,0,0,21.0,16.2,5.2
50,0,E10,0,0,0,22.5,12.3,4.9
52,0,E10,1,1,0,22.5,12.3,7.1
51,1,E10,0,0,0,22.5,12.4,5.2
59,3,E10,0,0,0,22.5,31.8,4.7
55,8,E10,0,0,0,22.5,12.3,5.1
73,12,E10,0,0,0,22.5,51.6,5.0
44,10,E10,0,0,0,22.5,38.6,4.6
41,7,E10,0,0,0,22.5,12.3,4.8
69,13,E10,0,0,0,22.0,81.2,4.4
85,12,E10,0,0,0,22.0,130.3,4.6
67,18,E10,0,0,0,22.0,67.2,4.3
44,9,SP98,0,1,0,22.0,43.7,4.7
43,4,SP98,0,0,0,22.0,12.1,4.2
82,13,SP98,0,0,0,22.0,56.1,4.8
61,16,SP98,0,0,0,22.0,39.0,4.1
41,13,SP98,0,0,0,21.5,11.8,4.5
63,14,SP98,0,0,0,21.5,38.5,4.8
54,14,SP98,0,0,0,21.5,28.2,4.6
24,14,SP98,0,0,0,21.5,2.9,7.4
24,13,SP98,0,0,0,21.5,6.1,5.6
43,13,SP98,0,0,0,21.5,19.6,4.9
42,15,SP98,0,0,0,21.929521276595743,22.2,3.8
44,18,SP98,0,0,0,19.0,13.6,4.5
33,17,SP98,0,0,0,21.929521276595743,12.6,4.1
28,12,SP98,1,1,0,22.5,8.7,5.3
31,12,SP98,1,0,0,22.5,7.9,4.7
26,10,SP98,0,0,0,20.0,2.4,9.0
26,10,SP98,0,0,0,20.0,4.9,6.3
36,19,SP98,0,0,0,20.0,18.1,3.6
39,21,SP98,0,0,0,20.0,25.9,3.7
21,10,SP98,0,0,0,20.0,1.3,11.5
22,12,SP98,0,0,0,20.0,14.1,5.0
31,9,SP98,0,0,0,20.0,13.4,5.5
33,8,SP98,0,0,0,20.0,6.4,4.7
42,13,SP98,0,0,0,20.0,12.9,4.5
33,5,SP98,0,0,0,22.5,12.1,4.4
32,13,SP98,0,0,0,22.5,15.7,4.1
26,11,SP98,0,0,0,22.5,16.2,4.4
22,12,SP98,0,0,0,22.5,12.8,4.6
58,17,SP98,0,0,1,22.5,19.0,4.4
27,12,SP98,0,0,0,22.5,29.0,4.0
32,9,SP98,0,0,0,22.5,12.1,5.0
55,10,SP98,0,0,0,22.5,12.3,5.2
56,11,SP98,0,0,0,22.5,24.8,4.0
34,8,SP98,0,1,0,22.5,12.9,5.1
39,3,SP98,0,0,0,22.5,11.8,4.5
62,11,SP98,0,0,0,22.5,31.4,4.6
53,4,SP98,0,1,0,22.5,19.0,5.1
38,3,SP98,1,1,0,22.5,13.0,5.7
42,2,SP98,0,0,0,22.5,11.8,4.8
32,4,SP98,0,0,0,22.5,13.0,6.2
43,1,SP98,0,0,0,22.5,11.8,5.0
69,8,SP98,0,0,0,22.5,27.1,5.0
38,8,SP98,0,0,0,22.5,5.2,4.6
29,10,E10,0,0,0,22.5,19.0,4.5
38,1,E10,0,0,0,22.5,12.4,4.8
55,9,E10,0,0,0,22.5,25.2,5.0
36,10,E10,0,0,0,22.5,14.3,4.8
40,2,E10,0,0,0,22.5,11.8,4.6
48,9,E10,0,0,1,22.5,16.9,4.5
55,11,E10,0,0,1,22.5,12.4,4.6
36,12,E10,0,0,1,22.5,17.4,4.4
33,8,E10,0,1,0,22.5,9.2,5.7
54,10,E10,0,1,0,22.5,12.3,5.8
32,10,E10,0,0,0,22.5,13.0,5.9
16,6,E10,0,1,0,22.5,11.8,6.1
37,11,E10,0,1,0,22.5,13.0,5.7
42,10,E10,0,0,0,22.5,12.3,5.0
57,15,E10,0,0,1,22.5,12.3,5.2
57,16,E10,0,0,1,22.5,12.5,4.3
30,16,E10,0,0,1,22.5,31.5,4.1
42,8,E10,0,0,0,22.5,11.8,4.4
53,14,E10,0,0,0,22.5,24.9,4.5
46,14,E10,0,0,1,22.5,17.0,3.9
20,14,E10,0,0,0,22.5,2.0,8.1
33,8,E10,0,0,0,22.5,11.8,4.4
31,12,E10,0,0,0,22.5,7.4,5.0
55,14,E10,0,0,1,22.5,12.4,4.7
22,14,E10,0,0,0,22.5,2.0,6.0
41,8,E10,0,0,0,22.5,14.0,5.0
45,7,E10,0,0,0,22.5,25.7,5.0
50,15,E10,0,0,1,21.929521276595743,24.5,3.9
28,12,E10,0,0,0,22.5,11.8,4.5
24,13,E10,0,0,0,22.5,4.1,5.4
29,17,E10,0,0,0,22.0,4.2,5.6
29,18,E10,0,0,1,22.0,4.2,3.9
40,10,E10,0,0,0,22.0,16.0,4.0
29,21,E10,0,0,0,21.929521276595743,22.9,4.0
42,8,E10,0,0,0,21.929521276595743,16.0,3.8
50,14,E10,0,0,0,22.0,15.4,4.5
41,12,E10,0,0,0,22.0,16.0,3.8
32,18,E10,0,0,0,22.0,4.2,5.6
75,18,E10,0,0,0,22.0,101.9,5.2
88,18,E10,1,0,1,23.0,93.9,4.8
50,10,SP98,0,1,0,22.0,25.7,4.9
40,10,SP98,0,0,0,22.0,16.0,4.1
32,19,SP98,0,0,0,22.0,16.1,4.5
40,7,SP98,1,1,0,22.0,16.0,4.4
41,11,SP98,0,0,0,22.0,16.0,4.5
26,10,SP98,0,0,0,22.0,24.7,4.5
42,8,SP98,0,0,0,22.0,16.0,3.9
43,16,SP98,0,0,0,22.0,15.4,4.6
40,8,SP98,0,0,0,22.0,16.0,3.8
50,16,SP98,0,0,0,22.0,32.1,4.5
40,14,SP98,0,0,0,22.0,25.9,4.4
44,12,SP98,0,0,0,22.0,48.6,4.3
45,20,SP98,0,0,1,22.0,37.2,4.0
35,15,SP98,0,0,1,22.0,28.8,3.9
30,17,SP98,0,0,0,22.0,6.7,5.0
25,18,SP98,0,0,1,22.0,7.4,4.1
22,25,SP98,0,0,1,22.0,17.3,4.1
43,16,SP98,0,0,0,22.0,6.6,5.6
26,20,SP98,0,0,0,22.0,14.3,4.1
33,18,SP98,0,0,0,22.0,13.3,4.6
26,23,SP98,0,0,0,22.0,8.3,4.9
39,27,SP98,0,0,1,22.0,12.7,4.5
47,14,SP98,0,0,0,22.0,16.5,4.1
38,21,SP98,0,0,0,22.0,20.6,4.1
58,16,SP98,0,0,0,22.0,16.3,4.5
65,18,SP98,1,0,1,25.0,18.7,4.2
54,18,SP98,0,0,1,23.0,36.5,3.9
35,15,SP98,1,0,1,22.0,19.0,5.0
46,5,SP98,1,0,0,22.0,16.6,4.4
32,18,SP98,1,0,0,22.0,29.9,4.5
42,11,SP98,0,0,0,22.0,16.0,3.8
33,10,SP98,0,1,0,22.0,21.1,5.1
40,10,SP98,0,0,0,22.0,16.0,3.9
34,13,SP98,0,0,0,22.0,11.9,5.3
35,16,SP98,0,0,0,22.0,10.1,4.2
33,16,SP98,0,0,0,22.0,31.9,4.3
60,13,SP98,0,0,0,22.0,18.7,4.0
48,17,SP98,0,0,1,22.0,10.8,4.7
56,17,SP98,0,0,1,22.0,19.8,4.0
38,17,SP98,0,0,0,22.0,11.3,4.3
53,15,SP98,0,0,0,22.0,11.5,5.3
51,13,SP98,0,0,0,22.0,21.4,5.2
53,15,SP98,0,0,0,22.0,32.0,4.9
53,14,SP98,0,0,0,22.0,41.9,4.7
80,20,SP98,0,0,0,22.0,211.0,4.6
90,21,SP98,0,0,1,22.0,216.1,5.3
27,27,SP98,0,0,1,22.0,25.5,3.6
52,15,SP98,0,1,0,22.0,16.6,4.2
43,24,SP98,0,0,0,22.0,25.9,4.1
48,15,SP98,0,0,0,22.0,16.5,4.0
29,26,SP98,0,0,0,22.0,22.1,3.9
49,17,E10,0,0,0,22.0,16.6,3.7
43,24,E10,0,0,0,22.0,15.4,4.5
43,17,E10,0,0,0,22.0,16.5,3.9
21,24,E10,0,0,0,22.0,15.4,5.1
59,24,E10,0,0,0,22.0,18.4,4.2
58,25,E10,0,0,0,22.0,39.5,4.2
47,27,E10,1,0,1,25.0,21.5,4.8
26,18,E10,0,0,0,25.0,4.8,4.7
87,22,E10,0,0,0,23.5,100.9,4.7
58,21,E10,0,0,0,24.0,129.7,4.6
43,16,E10,0,0,0,21.5,16.6,3.8
50,21,E10,0,0,0,21.5,15.4,4.2
45,17,E10,0,0,0,22.0,16.0,3.7
41,15,E10,0,0,0,22.0,16.0,4.2
45,24,E10,0,0,0,22.0,15.4,4.1
43,16,E10,0,0,0,22.0,16.0,4.0
37,21,E10,0,0,0,22.0,21.0,3.8
47,24,E10,0,0,0,22.0,15.4,3.8
42,17,E10,0,0,0,22.0,16.0,3.8
30,16,E10,1,1,0,25.0,16.1,5.1
42,15,E10,0,0,0,22.0,16.0,4.0
40,18,E10,0,0,0,22.0,15.4,4.8
35,16,E10,0,0,0,22.0,17.2,3.9
50,25,E10,0,0,0,22.0,16.6,4.6
46,16,SP98,0,0,0,22.0,18.3,4.3
36,18,SP98,0,1,0,22.0,16.1,4.8
46,17,SP98,0,0,0,22.0,16.0,4.1
35,23,SP98,0,0,0,22.0,16.3,4.0
44,16,SP98,0,0,0,22.0,16.0,3.7
46,23,SP98,0,0,0,22.0,18.3,4.3
23,23,SP98,0,0,1,22.0,4.5,5.2
48,16,SP98,0,0,0,22.0,17.0,4.2
35,18,SP98,0,0,0,24.5,6.1,5.0
33,24,SP98,0,0,1,22.0,6.1,5.0
36,22,SP98,0,0,0,22.0,17.3,4.2
27,17,SP98,0,0,0,22.0,6.0,4.8
45,15,SP98,0,0,0,22.0,16.0,4.1
55,18,SP98,0,0,0,22.0,15.4,4.9
39,23,SP98,0,0,0,22.0,15.4,4.3
35,18,SP98,0,0,0,22.0,16.0,3.9
52,26,SP98,0,0,0,22.0,15.4,4.5
48,30,SP98,1,0,1,25.5,16.6,4.1
48,31,SP98,1,0,0,25.5,15.4,5.0
43,21,SP98,1,0,0,22.0,16.0,4.0
42,30,SP98,0,0,0,22.0,15.4,4.5
43,19,SP98,0,0,0,22.0,16.0,3.6
33,21,SP98,0,0,0,22.0,20.9,4.1
47,26,SP98,0,0,0,22.0,32.1,3.9
16,27,SP98,1,0,0,24.0,15.3,6.6
44,23,SP98,1,0,0,25.0,28.5,4.0
33,19,SP98,0,0,0,25.0,11.9,3.7
36,22,SP98,0,0,0,25.0,14.5,4.3
49,26,SP98,0,0,1,22.0,16.6,4.1
39,17,SP98,1,0,0,24.5,16.2,4.4
44,23,SP98,0,0,1,24.5,16.7,3.8
52,27,SP98,0,0,0,24.5,8.3,5.0
33,28,SP98,0,0,1,24.5,5.5,3.7
33,28,SP98,0,0,1,24.5,13.6,3.7
39,18,SP98,0,0,0,24.5,16.0,3.7
38,31,SP98,1,0,0,25.0,16.1,4.3
45,19,SP98,0,0,0,25.0,16.0,3.8
42,31,SP98,1,0,0,25.0,15.4,4.6
25,30,SP98,1,0,0,25.0,14.7,5.0
26,12,E10,0,0,0,21.5,28.0,5.0
30,13,E10,0,0,0,21.5,12.0,4.2
38,15,E10,0,0,0,21.5,11.2,5.5
36,14,E10,0,0,0,21.5,12.9,3.9
46,15,E10,0,0,0,21.5,18.5,4.5
50,10,E10,0,0,0,21.5,8.3,6.4
43,11,E10,0,0,0,21.5,7.8,4.4
40,6,E10,0,0,0,21.5,12.3,5.0
26,4,E10,0,0,0,21.5,4.9,6.4
30,9,E10,0,0,0,21.5,11.9,5.3
42,4,E10,0,0,0,21.5,12.4,5.6
38,0,E10,0,0,0,21.5,11.8,4.6
59,10,E10,0,0,0,21.5,12.3,5.9
58,12,E10,0,0,0,21.5,24.7,5.1
46,11,E10,0,0,0,21.5,12.4,4.7
24,5,E10,0,0,0,21.5,17.3,5.1
36,3,E10,0,0,0,21.5,33.4,5.6
32,3,E10,0,0,0,21.5,11.8,5.1
39,8,E10,0,0,0,21.5,25.9,4.9
40,4,E10,0,0,0,21.5,11.8,4.7
32,3,E10,0,0,0,21.5,25.3,5.5
38,1,E10,0,0,0,21.5,14.2,5.9
37,1,E10,0,0,0,21.5,17.9,5.7
36,1,E10,0,0,0,21.5,11.8,4.7
62,6,E10,0,0,0,21.5,12.3,5.9
57,9,E10,0,0,0,21.5,12.4,4.1
21,2,E10,0,0,0,22.5,18.4,5.7
28,3,E10,0,0,0,21.5,18.4,5.8
29,1,E10,0,0,0,21.5,18.3,5.5
35,4,E10,0,0,0,21.5,18.4,5.7
51,11,E10,0,0,0,21.5,12.3,5.3
29,10,E10,0,0,0,21.5,11.8,5.0
58,8,E10,0,0,0,21.5,12.3,5.6
40,7,E10,0,0,0,21.5,32.6,4.8
36,7,E10,0,0,0,21.5,19.0,4.3
36,8,E10,0,0,0,21.5,12.1,5.7
37,4,E10,0,0,0,21.5,20.0,5.2
26,6,E10,0,0,0,21.5,4.9,7.4
23,9,E10,0,0,0,21.5,11.8,4.8
58,7,E10,0,0,0,21.5,12.3,6.5
55,7,E10,1,1,0,21.5,12.4,4.0
29,7,E10,1,0,0,21.5,4.5,5.0
37,6,E10,0,0,0,21.5,11.7,4.6
44,7,E10,0,0,0,21.5,10.2,4.3
32,7,SP98,0,0,0,21.5,5.4,3.3
21,4,SP98,0,0,0,21.5,2.0,9.9
32,7,SP98,0,0,0,21.5,14.2,5.1
25,8,SP98,0,0,0,21.5,16.0,4.9
25,11,SP98,0,0,0,21.5,11.8,4.9
36,10,SP98,0,0,0,21.5,27.3,4.7
29,5,SP98,0,1,0,21.5,11.8,5.1
63,6,SP98,0,0,0,21.5,10.6,4.9
61,7,SP98,0,0,0,21.5,11.6,4.2
46,6,SP98,0,1,0,21.5,13.1,6.1
28,8,SP98,0,0,0,21.5,6.1,6.4
82,3,SP98,0,1,0,21.5,153.5,4.9
24,7,SP98,0,0,0,21.5,11.8,4.9
61,8,SP98,0,0,0,21.5,12.3,6.2
57,8,SP98,0,0,0,21.5,12.4,4.2
52,8,SP98,0,1,0,21.5,12.3,5.7
18,9,SP98,1,1,0,21.5,2.9,7.9
23,9,SP98,1,1,0,21.5,2.1,12.2
24,6,SP98,0,0,0,21.5,9.8,5.8
26,6,SP98,0,0,0,21.5,6.8,5.3
24,7,SP98,0,0,0,21.5,12.4,5.4
57,8,SP98,0,0,0,21.5,12.4,4.7
41,6,SP98,0,0,0,21.5,11.8,4.6
55,8,SP98,0,0,0,21.5,12.3,5.4
40,8,SP98,0,0,0,21.5,14.0,4.3
37,4,SP98,1,0,0,21.5,11.8,4.5
55,12,SP98,0,0,0,21.5,12.3,5.2
20,10,SP98,0,0,0,21.5,2.0,6.2
29,6,SP98,0,0,0,21.5,13.9,5.1
42,8,SP98,0,0,0,21.5,9.7,3.9
25,6,SP98,0,0,0,21.5,11.6,5.0
38,7,SP98,0,0,0,21.5,14.2,5.4
39,6,SP98,0,0,0,21.5,11.8,4.5
50,9,SP98,0,0,0,21.5,24.8,5.1
56,7,SP98,0,0,0,21.5,12.4,4.7
28,4,SP98,0,0,0,20.0,34.8,4.0
36,6,SP98,0,0,0,20.0,14.2,5.4
39,10,SP98,0,0,0,20.0,5.2,4.5
42,10,SP98,0,0,0,20.0,10.5,3.6
57,10,SP98,0,0,0,20.0,12.3,5.2
25,11,SP98,0,0,0,20.0,11.8,4.9
58,11,SP98,0,1,0,20.0,12.3,6.2
51,11,SP98,0,1,0,20.0,13.2,4.3
45,11,SP98,0,1,0,20.0,13.0,5.0
32,11,SP98,0,0,0,20.0,12.9,5.1
22,8,SP98,0,0,0,20.0,13.9,5.6
37,6,SP98,0,0,0,20.0,11.8,4.3
60,11,SP98,0,0,0,20.0,12.2,5.8
51,13,SP98,0,0,0,20.0,12.5,4.0
43,10,SP98,0,0,0,21.929521276595743,12.4,4.7
21,9,SP98,1,1,0,20.0,11.8,5.9
52,11,SP98,0,0,0,21.929521276595743,11.8,5.3
57,11,SP98,0,0,0,20.0,12.5,4.2
33,9,SP98,0,0,0,21.929521276595743,15.7,5.3
35,9,SP98,0,0,0,21.929521276595743,12.9,5.7
37,10,SP98,0,0,0,21.929521276595743,6.4,4.4
34,9,SP98,0,0,0,21.929521276595743,5.3,4.1
71,8,SP98,1,1,0,21.0,26.2,5.8
62,9,SP98,0,1,0,21.929521276595743,18.8,5.0
25,12,SP98,0,1,0,21.0,4.9,6.9
18,11,SP98,1,1,0,21.0,12.4,5.4
45,7,SP98,0,0,0,20.5,22.9,5.3
75,1,SP98,0,0,0,23.0,162.7,5.5
26,1,SP98,0,0,0,21.0,4.9,6.5
36,4,SP98,0,0,0,21.0,11.8,4.7
56,7,SP98,0,0,0,21.0,16.6,5.1
37,7,SP98,0,0,0,21.0,12.4,5.7
25,7,SP98,0,0,0,21.0,15.9,5.4
21,5,SP98,0,0,0,23.5,5.1,8.7
66,7,SP98,0,0,0,20.5,22.4,4.9
42,7,SP98,0,0,0,20.5,31.1,4.7
27,3,SP98,0,0,0,20.5,4.9,6.3
26,4,SP98,0,1,0,23.0,11.8,5.1
42,4,SP98,0,1,0,23.0,22.9,6.0
38,1,SP98,0,1,0,23.0,12.4,4.6
40,4,SP98,0,0,0,23.0,12.9,5.8
43,0,SP98,0,0,0,23.0,11.8,5.1
58,2,SP98,0,0,0,23.0,12.2,5.8
55,3,SP98,0,0,0,23.0,24.8,4.6
24,8,SP98,0,0,0,23.0,14.2,5.6
38,0,SP98,0,1,0,23.0,11.8,4.6
57,0,SP98,0,1,0,23.0,12.2,6.3
56,1,SP98,0,0,0,25.0,24.7,5.5
46,2,SP98,0,0,0,24.0,6.8,4.3
37,1,SP98,0,0,0,21.5,17.3,5.6
44,-3,SP98,0,0,0,21.5,11.8,4.3
46,5,SP98,0,0,0,21.5,15.9,5.7
39,4,SP98,0,0,0,21.5,5.1,6.4
33,6,SP98,0,0,0,21.5,16.1,4.5
43,3,SP98,0,0,0,21.5,11.8,4.5
26,5,SP98,0,0,0,21.5,4.2,6.0
30,5,SP98,0,0,0,21.5,17.4,5.1
25,5,SP98,0,1,0,21.5,23.5,6.0
38,5,SP98,0,1,0,21.5,11.8,4.5
61,10,SP98,0,1,0,21.5,12.3,6.1
24,7,E10,0,1,0,21.5,16.1,5.4
40,10,E10,0,1,0,21.5,11.8,4.3
58,13,E10,0,0,0,21.5,12.3,5.4
49,17,E10,0,0,0,21.5,12.4,4.3
25,17,E10,0,0,0,21.5,7.0,5.2
37,10,E10,0,0,0,21.5,11.8,4.1
41,18,E10,0,0,0,21.5,20.1,4.4
45,10,E10,0,0,0,21.5,20.8,4.5
14,10,E10,0,1,0,21.5,1.7,10.8
45,12,E10,0,0,0,21.5,35.9,4.7
52,5,E10,0,0,0,21.5,36.9,4.8
46,8,E10,0,0,0,21.5,16.8,4.0
28,9,E10,0,0,0,21.5,9.9,5.0
61,7,E10,0,1,0,21.5,22.9,4.6
